,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y_final,label,resource,x_final,row
442,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,124,,205,275.0,Waiting for Treatment,,175.0,0.0
443,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,124,,205,275.0,Waiting for Treatment,,165.0,0.0
444,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,124,,205,275.0,Waiting for Treatment,,155.0,0.0
445,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,124,,205,275.0,Waiting for Treatment,,145.0,0.0
446,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,124,,205,275.0,Waiting for Treatment,,135.0,0.0
447,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,124,,205,275.0,Waiting for Treatment,,125.0,0.0
448,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,124,,205,275.0,Waiting for Treatment,,115.0,0.0
453,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,126,,205,275.0,Waiting for Treatment,,205.0,0.0
454,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,126,,205,275.0,Waiting for Treatment,,195.0,0.0
455,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,126,,205,275.0,Waiting for Treatment,,185.0,0.0
456,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,126,,205,275.0,Waiting for Treatment,,175.0,0.0
457,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,126,,205,275.0,Waiting for Treatment,,165.0,0.0
458,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,126,,205,275.0,Waiting for Treatment,,155.0,0.0
459,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,126,,205,275.0,Waiting for Treatment,,145.0,0.0
460,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,126,,205,275.0,Waiting for Treatment,,135.0,0.0
461,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,126,,205,275.0,Waiting for Treatment,,125.0,0.0
462,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,126,,205,275.0,Waiting for Treatment,,115.0,0.0
467,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,128,,205,275.0,Waiting for Treatment,,205.0,0.0
468,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,128,,205,275.0,Waiting for Treatment,,195.0,0.0
469,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,128,,205,275.0,Waiting for Treatment,,185.0,0.0
470,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,128,,205,275.0,Waiting for Treatment,,175.0,0.0
471,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,128,,205,275.0,Waiting for Treatment,,165.0,0.0
472,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,128,,205,275.0,Waiting for Treatment,,155.0,0.0
473,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,128,,205,275.0,Waiting for Treatment,,145.0,0.0
474,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,128,,205,275.0,Waiting for Treatment,,135.0,0.0
475,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,128,,205,275.0,Waiting for Treatment,,125.0,0.0
476,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,128,,205,275.0,Waiting for Treatment,,115.0,0.0
477,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,128,,205,275.0,Waiting for Treatment,,105.0,0.0
482,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,130,,205,275.0,Waiting for Treatment,,205.0,0.0
483,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,130,,205,275.0,Waiting for Treatment,,195.0,0.0
484,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,130,,205,275.0,Waiting for Treatment,,185.0,0.0
485,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,130,,205,275.0,Waiting for Treatment,,175.0,0.0
486,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,130,,205,275.0,Waiting for Treatment,,165.0,0.0
487,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,130,,205,275.0,Waiting for Treatment,,155.0,0.0
488,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,130,,205,275.0,Waiting for Treatment,,145.0,0.0
489,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,130,,205,275.0,Waiting for Treatment,,135.0,0.0
490,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,130,,205,275.0,Waiting for Treatment,,125.0,0.0
491,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,130,,205,275.0,Waiting for Treatment,,115.0,0.0
492,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,130,,205,275.0,Waiting for Treatment,,105.0,0.0
497,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,132,,205,275.0,Waiting for Treatment,,205.0,0.0
498,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,132,,205,275.0,Waiting for Treatment,,195.0,0.0
499,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,132,,205,275.0,Waiting for Treatment,,185.0,0.0
500,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,132,,205,275.0,Waiting for Treatment,,175.0,0.0
501,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,132,,205,275.0,Waiting for Treatment,,165.0,0.0
502,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,132,,205,275.0,Waiting for Treatment,,155.0,0.0
503,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,132,,205,275.0,Waiting for Treatment,,145.0,0.0
504,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,132,,205,275.0,Waiting for Treatment,,135.0,0.0
505,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,132,,205,275.0,Waiting for Treatment,,125.0,0.0
506,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,132,,205,275.0,Waiting for Treatment,,115.0,0.0
507,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,132,,205,275.0,Waiting for Treatment,,105.0,0.0
508,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,132,,205,275.0,Waiting for Treatment,,95.0,0.0
513,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,134,,205,275.0,Waiting for Treatment,,205.0,0.0
514,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,134,,205,275.0,Waiting for Treatment,,195.0,0.0
515,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,134,,205,275.0,Waiting for Treatment,,185.0,0.0
516,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,134,,205,275.0,Waiting for Treatment,,175.0,0.0
517,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,134,,205,275.0,Waiting for Treatment,,165.0,0.0
518,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,134,,205,275.0,Waiting for Treatment,,155.0,0.0
519,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,134,,205,275.0,Waiting for Treatment,,145.0,0.0
520,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,134,,205,275.0,Waiting for Treatment,,135.0,0.0
521,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,134,,205,275.0,Waiting for Treatment,,125.0,0.0
522,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,134,,205,275.0,Waiting for Treatment,,115.0,0.0
523,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,134,,205,275.0,Waiting for Treatment,,105.0,0.0
524,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,134,,205,275.0,Waiting for Treatment,,95.0,0.0
525,87,27,1,queue,treatment_wait_begins,132.98523286264282,,1,13.0,134,,205,275.0,Waiting for Treatment,,85.0,0.0
530,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,136,,205,275.0,Waiting for Treatment,,205.0,0.0
531,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,136,,205,275.0,Waiting for Treatment,,195.0,0.0
532,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,136,,205,275.0,Waiting for Treatment,,185.0,0.0
533,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,136,,205,275.0,Waiting for Treatment,,175.0,0.0
534,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,136,,205,275.0,Waiting for Treatment,,165.0,0.0
535,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,136,,205,275.0,Waiting for Treatment,,155.0,0.0
536,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,136,,205,275.0,Waiting for Treatment,,145.0,0.0
537,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,136,,205,275.0,Waiting for Treatment,,135.0,0.0
538,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,136,,205,275.0,Waiting for Treatment,,125.0,0.0
539,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,136,,205,275.0,Waiting for Treatment,,115.0,0.0
540,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,136,,205,275.0,Waiting for Treatment,,105.0,0.0
541,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,136,,205,275.0,Waiting for Treatment,,95.0,0.0
542,87,27,1,queue,treatment_wait_begins,132.98523286264282,,1,13.0,136,,205,275.0,Waiting for Treatment,,85.0,0.0
543,89,28,2,queue,treatment_wait_begins,135.25183130913413,,1,14.0,136,,205,275.0,Waiting for Treatment,,75.0,0.0
544,91,29,2,queue,treatment_wait_begins,135.6372170444124,,1,15.0,136,,205,275.0,Waiting for Treatment,,65.0,0.0
549,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,138,,205,275.0,Waiting for Treatment,,205.0,0.0
550,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,138,,205,275.0,Waiting for Treatment,,195.0,0.0
551,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,138,,205,275.0,Waiting for Treatment,,185.0,0.0
552,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,138,,205,275.0,Waiting for Treatment,,175.0,0.0
553,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,138,,205,275.0,Waiting for Treatment,,165.0,0.0
554,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,138,,205,275.0,Waiting for Treatment,,155.0,0.0
555,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,138,,205,275.0,Waiting for Treatment,,145.0,0.0
556,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,138,,205,275.0,Waiting for Treatment,,135.0,0.0
557,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,138,,205,275.0,Waiting for Treatment,,125.0,0.0
558,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,138,,205,275.0,Waiting for Treatment,,115.0,0.0
559,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,138,,205,275.0,Waiting for Treatment,,105.0,0.0
560,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,138,,205,275.0,Waiting for Treatment,,95.0,0.0
561,87,27,1,queue,treatment_wait_begins,132.98523286264282,,1,13.0,138,,205,275.0,Waiting for Treatment,,85.0,0.0
562,89,28,2,queue,treatment_wait_begins,135.25183130913413,,1,14.0,138,,205,275.0,Waiting for Treatment,,75.0,0.0
563,91,29,2,queue,treatment_wait_begins,135.6372170444124,,1,15.0,138,,205,275.0,Waiting for Treatment,,65.0,0.0
564,93,30,2,queue,treatment_wait_begins,136.53537831628518,,1,16.0,138,,205,305.0,Waiting for Treatment,,205.0,1.0
569,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,140,,205,275.0,Waiting for Treatment,,205.0,0.0
570,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,140,,205,275.0,Waiting for Treatment,,195.0,0.0
571,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,140,,205,275.0,Waiting for Treatment,,185.0,0.0
572,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,140,,205,275.0,Waiting for Treatment,,175.0,0.0
573,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,140,,205,275.0,Waiting for Treatment,,165.0,0.0
574,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,140,,205,275.0,Waiting for Treatment,,155.0,0.0
575,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,140,,205,275.0,Waiting for Treatment,,145.0,0.0
576,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,140,,205,275.0,Waiting for Treatment,,135.0,0.0
577,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,140,,205,275.0,Waiting for Treatment,,125.0,0.0
578,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,140,,205,275.0,Waiting for Treatment,,115.0,0.0
579,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,140,,205,275.0,Waiting for Treatment,,105.0,0.0
580,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,140,,205,275.0,Waiting for Treatment,,95.0,0.0
581,87,27,1,queue,treatment_wait_begins,132.98523286264282,,1,13.0,140,,205,275.0,Waiting for Treatment,,85.0,0.0
582,89,28,2,queue,treatment_wait_begins,135.25183130913413,,1,14.0,140,,205,275.0,Waiting for Treatment,,75.0,0.0
583,91,29,2,queue,treatment_wait_begins,135.6372170444124,,1,15.0,140,,205,275.0,Waiting for Treatment,,65.0,0.0
584,93,30,2,queue,treatment_wait_begins,136.53537831628518,,1,16.0,140,,205,305.0,Waiting for Treatment,,205.0,1.0
585,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,17.0,140,,205,305.0,Waiting for Treatment,,195.0,1.0
590,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,142,,205,275.0,Waiting for Treatment,,205.0,0.0
591,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,142,,205,275.0,Waiting for Treatment,,195.0,0.0
592,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,142,,205,275.0,Waiting for Treatment,,185.0,0.0
593,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,142,,205,275.0,Waiting for Treatment,,175.0,0.0
594,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,142,,205,275.0,Waiting for Treatment,,165.0,0.0
595,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,142,,205,275.0,Waiting for Treatment,,155.0,0.0
596,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,142,,205,275.0,Waiting for Treatment,,145.0,0.0
597,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,142,,205,275.0,Waiting for Treatment,,135.0,0.0
598,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,142,,205,275.0,Waiting for Treatment,,125.0,0.0
599,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,142,,205,275.0,Waiting for Treatment,,115.0,0.0
600,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,142,,205,275.0,Waiting for Treatment,,105.0,0.0
601,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,142,,205,275.0,Waiting for Treatment,,95.0,0.0
602,87,27,1,queue,treatment_wait_begins,132.98523286264282,,1,13.0,142,,205,275.0,Waiting for Treatment,,85.0,0.0
603,89,28,2,queue,treatment_wait_begins,135.25183130913413,,1,14.0,142,,205,275.0,Waiting for Treatment,,75.0,0.0
604,91,29,2,queue,treatment_wait_begins,135.6372170444124,,1,15.0,142,,205,275.0,Waiting for Treatment,,65.0,0.0
605,93,30,2,queue,treatment_wait_begins,136.53537831628518,,1,16.0,142,,205,305.0,Waiting for Treatment,,205.0,1.0
606,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,17.0,142,,205,305.0,Waiting for Treatment,,195.0,1.0
607,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,18.0,142,,205,305.0,Waiting for Treatment,,185.0,1.0
612,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,144,,205,275.0,Waiting for Treatment,,205.0,0.0
613,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,144,,205,275.0,Waiting for Treatment,,195.0,0.0
614,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,144,,205,275.0,Waiting for Treatment,,185.0,0.0
615,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,144,,205,275.0,Waiting for Treatment,,175.0,0.0
616,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,144,,205,275.0,Waiting for Treatment,,165.0,0.0
617,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,144,,205,275.0,Waiting for Treatment,,155.0,0.0
618,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,144,,205,275.0,Waiting for Treatment,,145.0,0.0
619,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,144,,205,275.0,Waiting for Treatment,,135.0,0.0
620,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,144,,205,275.0,Waiting for Treatment,,125.0,0.0
621,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,144,,205,275.0,Waiting for Treatment,,115.0,0.0
622,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,144,,205,275.0,Waiting for Treatment,,105.0,0.0
623,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,144,,205,275.0,Waiting for Treatment,,95.0,0.0
624,87,27,1,queue,treatment_wait_begins,132.98523286264282,,1,13.0,144,,205,275.0,Waiting for Treatment,,85.0,0.0
625,89,28,2,queue,treatment_wait_begins,135.25183130913413,,1,14.0,144,,205,275.0,Waiting for Treatment,,75.0,0.0
626,91,29,2,queue,treatment_wait_begins,135.6372170444124,,1,15.0,144,,205,275.0,Waiting for Treatment,,65.0,0.0
627,93,30,2,queue,treatment_wait_begins,136.53537831628518,,1,16.0,144,,205,305.0,Waiting for Treatment,,205.0,1.0
628,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,17.0,144,,205,305.0,Waiting for Treatment,,195.0,1.0
629,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,18.0,144,,205,305.0,Waiting for Treatment,,185.0,1.0
634,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,146,,205,275.0,Waiting for Treatment,,205.0,0.0
635,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,146,,205,275.0,Waiting for Treatment,,195.0,0.0
636,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,146,,205,275.0,Waiting for Treatment,,185.0,0.0
637,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,146,,205,275.0,Waiting for Treatment,,175.0,0.0
638,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,146,,205,275.0,Waiting for Treatment,,165.0,0.0
639,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,146,,205,275.0,Waiting for Treatment,,155.0,0.0
640,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,146,,205,275.0,Waiting for Treatment,,145.0,0.0
641,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,146,,205,275.0,Waiting for Treatment,,135.0,0.0
642,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,146,,205,275.0,Waiting for Treatment,,125.0,0.0
643,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,146,,205,275.0,Waiting for Treatment,,115.0,0.0
644,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,146,,205,275.0,Waiting for Treatment,,105.0,0.0
645,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,146,,205,275.0,Waiting for Treatment,,95.0,0.0
646,87,27,1,queue,treatment_wait_begins,132.98523286264282,,1,13.0,146,,205,275.0,Waiting for Treatment,,85.0,0.0
647,89,28,2,queue,treatment_wait_begins,135.25183130913413,,1,14.0,146,,205,275.0,Waiting for Treatment,,75.0,0.0
648,91,29,2,queue,treatment_wait_begins,135.6372170444124,,1,15.0,146,,205,275.0,Waiting for Treatment,,65.0,0.0
649,93,30,2,queue,treatment_wait_begins,136.53537831628518,,1,16.0,146,,205,305.0,Waiting for Treatment,,205.0,1.0
650,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,17.0,146,,205,305.0,Waiting for Treatment,,195.0,1.0
651,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,18.0,146,,205,305.0,Waiting for Treatment,,185.0,1.0
656,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,148,,205,275.0,Waiting for Treatment,,205.0,0.0
657,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,148,,205,275.0,Waiting for Treatment,,195.0,0.0
658,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,148,,205,275.0,Waiting for Treatment,,185.0,0.0
659,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,148,,205,275.0,Waiting for Treatment,,175.0,0.0
660,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,148,,205,275.0,Waiting for Treatment,,165.0,0.0
661,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,148,,205,275.0,Waiting for Treatment,,155.0,0.0
662,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,148,,205,275.0,Waiting for Treatment,,145.0,0.0
663,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,148,,205,275.0,Waiting for Treatment,,135.0,0.0
664,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,148,,205,275.0,Waiting for Treatment,,125.0,0.0
665,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,148,,205,275.0,Waiting for Treatment,,115.0,0.0
666,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,11.0,148,,205,275.0,Waiting for Treatment,,105.0,0.0
667,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,12.0,148,,205,275.0,Waiting for Treatment,,95.0,0.0
668,87,27,1,queue,treatment_wait_begins,132.98523286264282,,1,13.0,148,,205,275.0,Waiting for Treatment,,85.0,0.0
669,89,28,2,queue,treatment_wait_begins,135.25183130913413,,1,14.0,148,,205,275.0,Waiting for Treatment,,75.0,0.0
670,91,29,2,queue,treatment_wait_begins,135.6372170444124,,1,15.0,148,,205,275.0,Waiting for Treatment,,65.0,0.0
